Date,Adj Close
2013-12-17,54300
2013-12-18,54600
2013-12-19,54600
2013-12-20,54500
2013-12-23,55100
2013-12-24,56400
2013-12-26,56700
2013-12-27,56800
2013-12-30,57300
2014-01-02,56400
2014-01-03,55700
2014-01-06,55500
2014-01-07,55100
2014-01-08,54300
2014-01-09,54000
2014-01-10,53300
2014-01-13,53400
2014-01-14,53000
2014-01-15,53200
2014-01-16,53100
2014-01-17,53000
2014-01-20,53000
2014-01-21,53400
2014-01-22,53400
2014-01-23,53000
2014-01-24,53100
2014-01-27,52200
2014-01-28,51900
2014-01-29,51300
2014-02-03,50800
2014-02-04,50000
2014-02-05,49800
2014-02-06,49900
2014-02-07,47900
2014-02-10,48350
2014-02-11,49000
2014-02-12,49050
2014-02-13,49400
2014-02-14,49600
2014-02-17,49850
2014-02-18,49900
2014-02-19,49800
2014-02-20,49950
2014-02-21,50200
2014-02-24,49800
2014-02-25,50100
2014-02-26,50100
2014-02-27,49550
2014-02-28,49550
2014-03-03,49150
2014-03-04,48850
2014-03-05,49250
2014-03-06,49550
2014-03-07,50200
2014-03-10,49700
2014-03-11,49600
2014-03-12,49650
2014-03-13,49400
2014-03-14,49750
2014-03-17,49750
2014-03-18,49700
2014-03-19,49150
2014-03-20,47200
2014-03-21,47100
2014-03-24,47250
2014-03-25,48150
2014-03-26,48000
2014-03-27,47400
2014-03-28,48000
2014-03-31,48200
2014-04-01,48400
2014-04-02,48550
2014-04-03,48350
2014-04-04,48350
2014-04-07,48650
2014-04-08,49000
2014-04-09,49900
2014-04-10,50100
2014-04-11,49950
2014-04-14,49850
2014-04-15,49350
2014-04-16,49300
2014-04-17,49600
2014-04-18,49600
2014-04-21,49450
2014-04-22,49450
2014-04-23,49350
2014-04-24,48700
2014-04-25,48450
2014-04-28,48250
2014-04-29,48300
2014-04-30,48100
2014-05-02,48400
2014-05-07,47800
2014-05-08,46800
2014-05-09,45000
2014-05-12,44650
2014-05-13,45100
2014-05-14,45350
2014-05-15,45300
2014-05-16,45550
2014-05-19,46100
2014-05-20,45450
2014-05-21,45500
2014-05-22,45750
2014-05-23,45450
2014-05-26,45450
2014-05-27,45700
2014-05-28,45500
2014-05-29,44100
2014-05-30,43350
2014-06-02,43250
2014-06-03,42950
2014-06-05,42250
2014-06-09,42450
2014-06-10,42900
2014-06-11,42650
2014-06-12,42350
2014-06-13,42500
2014-06-16,43200
2014-06-17,42900
2014-06-18,42650
2014-06-19,42500
2014-06-20,41600
2014-06-23,42100
2014-06-24,43000
2014-06-25,43900
2014-06-26,44300
2014-06-27,44250
2014-06-30,45100
2014-07-01,45150
2014-07-02,45500
2014-07-03,44800
2014-07-04,44250
2014-07-07,43850
2014-07-08,44150
2014-07-09,44100
2014-07-10,43800
2014-07-11,43700
2014-07-14,44000
2014-07-15,44350
2014-07-16,44450
2014-07-17,45050
2014-07-18,44800
2014-07-21,44700
2014-07-22,45150
2014-07-23,45350
2014-07-24,45850
2014-07-25,45500
2014-07-28,45700
2014-07-29,46800
2014-07-30,46850
2014-07-31,47150
2014-08-01,47500
2014-08-04,47300
2014-08-05,46600
2014-08-06,46400
2014-08-07,45900
2014-08-08,45650
2014-08-11,45850
2014-08-12,45900
2014-08-13,45100
2014-08-14,44750
2014-08-18,44450
2014-08-19,44000
2014-08-20,43600
2014-08-21,43000
2014-08-22,43200
2014-08-25,43100
2014-08-26,43100
2014-08-27,43350
2014-08-28,43350
2014-08-29,43050
2014-09-01,43100
2014-09-02,42500
2014-09-03,42000
2014-09-04,42550
2014-09-05,42850
2014-09-11,41500
2014-09-12,42000
2014-09-15,42200
2014-09-16,42250
2014-09-17,42700
2014-09-18,42600
2014-09-19,42200
2014-09-22,41950
2014-09-23,41700
2014-09-24,41100
2014-09-25,41200
2014-09-26,41000
2014-09-29,40500
2014-09-30,40300
2014-10-01,40200
2014-10-02,39300
2014-10-06,39950
2014-10-07,39400
2014-10-08,39850
2014-10-10,39600
2014-10-13,40200
2014-10-14,40500
2014-10-15,40200
2014-10-16,39850
2014-10-17,40150
2014-10-20,40500
2014-10-21,40450
2014-10-22,41000
2014-10-23,41050
2014-10-24,41000
2014-10-27,41700
2014-10-28,41200
2014-10-29,42200
2014-10-30,42000
2014-10-31,41450
2014-11-03,40900
2014-11-04,39850
2014-11-05,40200
2014-11-06,40400
2014-11-07,40300
2014-11-10,40200
2014-11-11,40000
2014-11-12,40600
2014-11-13,40500
2014-11-14,40050
2014-11-17,41650
2014-11-18,41550
2014-11-19,41600
2014-11-20,41500
2014-11-21,41750
2014-11-24,43800
2014-11-25,43600
2014-11-26,43200
2014-11-27,42400
2014-11-28,41600
2014-12-01,40750
2014-12-02,40950
2014-12-03,41150
2014-12-04,41350
2014-12-05,41300
2014-12-08,41000
2014-12-09,40850
2014-12-10,40150
2014-12-11,39750
2014-12-12,39500
2014-12-15,39850
2014-12-16,39900
2014-12-17,40250
2014-12-18,40250
2014-12-19,40450
2014-12-22,41250
2014-12-23,41000
2014-12-24,41450
2014-12-26,41450
2014-12-29,40200
2014-12-30,40000
2015-01-02,39850
2015-01-05,39100
2015-01-06,38350
2015-01-07,37800
2015-01-08,37900
2015-01-09,38150
2015-01-12,38200
2015-01-13,38450
2015-01-14,38400
2015-01-15,38300
2015-01-16,37700
2015-01-19,39050
2015-01-20,39500
2015-01-21,39350
2015-01-22,39850
2015-01-23,40450
2015-01-26,40400
2015-01-27,41450
2015-01-28,41550
2015-01-29,41550
2015-01-30,41700
2015-02-02,42250
2015-02-03,42400
2015-02-04,42500
2015-02-05,42200
2015-02-06,42350
2015-02-09,42250
2015-02-10,42250
2015-02-11,42300
2015-02-12,42100
2015-02-13,42300
2015-02-16,42350
2015-02-17,42350
2015-02-23,43100
2015-02-24,43300
2015-02-25,44550
2015-02-26,45050
2015-02-27,44250
2015-03-02,44150
2015-03-03,44350
2015-03-04,43650
2015-03-05,43800
2015-03-06,44050
2015-03-09,43550
2015-03-10,43400
2015-03-11,42700
2015-03-12,42200
2015-03-13,41850
2015-03-16,41250
2015-03-17,41850
2015-03-18,41550
2015-03-19,41900
2015-03-20,41650
2015-03-23,41850
2015-03-24,42300
2015-03-25,41800
2015-03-26,42000
2015-03-27,42600
2015-03-30,42050
2015-03-31,42900
2015-04-01,43000
2015-04-02,44700
2015-04-03,44250
2015-04-06,43350
2015-04-07,43700
2015-04-08,45250
2015-04-09,44200
2015-04-10,44000
2015-04-13,43900
2015-04-14,45100
2015-04-15,45000
2015-04-16,45100
2015-04-17,44200
2015-04-20,44400
2015-04-21,45450
2015-04-22,46800
2015-04-23,49150
2015-04-24,49300
2015-04-27,48950
2015-04-28,49700
2015-04-29,49800
2015-04-30,50200
2015-05-04,49400
2015-05-06,49650
2015-05-07,49400
2015-05-08,49550
2015-05-11,49350
2015-05-12,49650
2015-05-13,51400
2015-05-14,51000
2015-05-15,49950
2015-05-18,49650
2015-05-19,50200
2015-05-20,49900
2015-05-21,50000
2015-05-22,51000
2015-05-26,51300
2015-05-27,50600
2015-05-28,50600
2015-05-29,49600
2015-06-01,49600
2015-06-02,48600
2015-06-03,48300
2015-06-04,47450
2015-06-05,46550
2015-06-08,47350
2015-06-09,48300
2015-06-10,48550
2015-06-11,48850
2015-06-12,48550
2015-06-15,48750
2015-06-16,49300
2015-06-17,49600
2015-06-18,50500
2015-06-19,50500
2015-06-22,50400
2015-06-23,50100
2015-06-24,51000
2015-06-25,50800
2015-06-26,50800
2015-06-29,49550
2015-06-30,49750
2015-07-01,50500
2015-07-02,50800
2015-07-03,51600
2015-07-06,50400
2015-07-07,49850
2015-07-08,47500
2015-07-09,47250
2015-07-10,48700
2015-07-13,49200
2015-07-14,48650
2015-07-15,48450
2015-07-16,48750
2015-07-17,48700
2015-07-20,48700
2015-07-21,48800
2015-07-22,47950
2015-07-23,47100
2015-07-24,46350
2015-07-27,45650
2015-07-28,44950
2015-07-29,44850
2015-07-30,45200
2015-07-31,45400
2015-08-03,43900
2015-08-04,44150
2015-08-05,44700
2015-08-06,44550
2015-08-07,44450
2015-08-10,43950
2015-08-11,43700
2015-08-12,43550
2015-08-13,44300
2015-08-17,44350
2015-08-18,45700
